Column1,short_description,label,processed_text
3525,"Ram Mandir Pran Pratishtha के बीच याद आये 'रामायण' के ये कलाकार, नहीं देख पाये भगवान राम का भव्य मंदिर",1,Ram Mandir Pran Pratishtha क बच यद आय रमयण क य कलकर नह दख पय भगवन रम क भवय मदर
3526,"फ्लाइट में लगे 'जय श्री राम' के नारे, फ्लैग लिए दिखे यात्री, Anupam Kher ने शेयर किया वीडियो",1,फलइट म लग जय शर रम क नर फलग लए दख यतर Anupam Kher न शयर कय वडय
3527,"Russia-Ukraine War: रूस के कब्जे वाले यूक्रेन में भीषण गोलीबारी, 25 की मौत; रासायनिक परिवहन टर्मिनल में भी विस्फोट",1,RussiaUkraine War रस क कबज वल यकरन म भषण गलबर 25 क मत रसयनक परवहन टरमनल म भ वसफट
3528,Ramlala Pran Pratishtha: प्राण-प्रतिष्ठा के दिन पूजा के समय करें भगवान श्रीराम के 108 नामों का मंत्र जप,1,Ramlala Pran Pratishtha परणपरतषठ क दन पज क भगवन शररम क 108 नम क मतर जप
3529,"Vladimir Putin North Korea Visit: उत्तर कोरिया की यात्रा करेंगे रूसी राष्ट्रपति व्लादिमीर पुतिन, किम जोंग उन से करेंगे मुलाकात",1,Vladimir Putin North Korea Visit उततर करय क यतर करग रस रषटरपत वलदमर पतन जग स करग मलकत
3530,"School Close on 22 January: राम मंदिर उद्घाटन पर यूपी, हरियाणा, एमपी, महाराष्ट्र सहित अन्य राज्यों के स्कूलों में हॉलिडे का एलान",1,School Close on 22 January रम मदर उदघटन यप हरयण एमप महरषटर सहत अनय रजय क सकल म हलड क एलन
3531,"UP Police Bharti 2024: कॉन्स्टेबल भर्ती परीक्षा तिथि पर बड़ी अपडेट, पढ़ें कब है एग्जाम और कब आएंगे प्रवेश पत्र",1,UP Police Bharti 2024 कनसटबल भरत परकष तथ बड अपडट पढ ह एगजम आएग परवश पतर
3532,"UP Roadways Bharti: यूपी रोडवेज में कंडक्टर के पदों पर निकली बंपर भर्ती, नोएडा सहित इन रीजन में होगी नियुक्ति",1,UP Roadways Bharti यप रडवज म कडकटर क पद नकल बपर भरत नएड सहत रजन म हग नयकत
3533,"LIVE JEE Main Admit Card 2024: जेईई मेन एडमिट कार्ड जल्द होंगे जारी, लिंक jeemain.nta.ac.in पर होगा एक्टिव",1,LIVE JEE Main Admit Card 2024 जईई मन एडमट करड जलद हग जर लक jeemainntaacin हग एकटव
3534,"मंहगे होंगे टाटा के सभी पैसेंजर व्हीकल, इनपुट लागत में बढ़ोत्तरी के कारण लिया गया है फैसला",1,महग हग टट क सभ पसजर वहकल इनपट लगत म बढततर क करण लय गय ह फसल
3535,"Dark Chocolate: पीरियड्स क्रैम्प से राहत दिला सकता है डार्क चॉकलेट, जानें इसके अन्य फायदे",1,Dark Chocolate परयडस करमप स रहत दल सकत ह डरक चकलट जन इसक अनय फयद
3536,"प्राण प्रतिष्ठा की अयोध्या से लेकर कैलिफोर्निया तक धूम, कार रैली और टेस्ला लाइट शो का भव्य अयोजन; मंत्रमुग्ध हुए अमेरिकी",1,परण परतषठ क अयधय स लकर कलफरनय धम रल टसल लइट श क भवय अयजन मतरमगध हए अमरक
3537,छक्का जड़ने पर मिलेंगे 12 रन... जल्द आएगा नया नियम! रोहित के बाद अब पीटरसन ने समझा दिया आंकड़ा,1,छकक जडन मलग 12 रन जलद आएग नय नयम रहत क बद पटरसन न समझ दय आकड
3538,"Power Consumption: चालू वित्त वर्ष की अप्रैल-दिसंबर में बढ़ी बिजली की मांग, 8 प्रतिशत बढ़कर 1221.15 अरब यूनिट हुई खपत",1,Power Consumption चल वतत वरष क अपरलदसबर म बढ बजल क मग 8 परतशत बढकर 122115 अरब यनट हई खपत
3539,"Entertainment Top 5 News 21 Jan: 'फाइटर' में किए गए बड़े बदलाव, Maidaan को मिली नई रिलीज डेट",1,Entertainment Top 5 News 21 Jan फइटर म कए बड बदलव Maidaan क मल नई रलज डट
3540,"Ram Mandir के लिए 'सालार' के मेकर्स ने तैयार किया 'रामचंद्राय मंगलम', वीडियो देख बोले फैंस- जय श्रीराम",1,Ram Mandir क लए सलर क मकरस न तयर कय रमचदरय मगलम वडय दख बल फस जय शररम
3541,"Makhana Kheer: स्वाद और सेहत का अनोखा मिश्रण है मखाने की खीर, जानें बनाने की आसान रेसिपी",1,Makhana Kheer सवद सहत क अनख मशरण ह मखन क खर जन बनन क आसन रसप
3542,"IND vs ENG Test: इंग्लैंड के पूर्व कप्तान की बड़ी भविष्यवाणी, कहा- भारत जीतेगा पांच टेस्ट मैचों की सीरीज",1,IND v ENG Test इगलड क परव कपतन क बड भवषयवण कह भरत जतग पच टसट मच क सरज
3543,"अवैध आव्रजन गिरोह की सहायता करने वाले एजेंटों के खिलाफ गुजरात-दिल्ली में कार्रवाई, ईडी ने 22 जगहों पर की छापेमारी",1,अवध आवरजन गरह क सहयत करन वल एजट क खलफ गजरतदलल म कररवई ईड न 22 जगह क छपमर
3544,बजट में बुनियादी ढांचा क्षेत्र के लिए पूंजीगत व्यय बढ़ा सकती है सरकार,1,बजट म बनयद ढच कषतर क लए पजगत वयय बढ सकत ह सरकर
3545,"Ram Mandir Pran Pratishtha के बीच याद आये 'रामायण' के ये कलाकार, नहीं देख पाये भगवान राम का भव्य मंदिर",1,Ram Mandir Pran Pratishtha क बच यद आय रमयण क य कलकर नह दख पय भगवन रम क भवय मदर
3546,"फ्लाइट में लगे 'जय श्री राम' के नारे, फ्लैग लिए दिखे यात्री, Anupam Kher ने शेयर किया वीडियो",1,फलइट म लग जय शर रम क नर फलग लए दख यतर Anupam Kher न शयर कय वडय
3547,"Russia-Ukraine War: रूस के कब्जे वाले यूक्रेन में भीषण गोलीबारी, 25 की मौत; रासायनिक परिवहन टर्मिनल में भी विस्फोट",1,RussiaUkraine War रस क कबज वल यकरन म भषण गलबर 25 क मत रसयनक परवहन टरमनल म भ वसफट
3548,Ramlala Pran Pratishtha: प्राण-प्रतिष्ठा के दिन पूजा के समय करें भगवान श्रीराम के 108 नामों का मंत्र जप,1,Ramlala Pran Pratishtha परणपरतषठ क दन पज क भगवन शररम क 108 नम क मतर जप
3549,"Vladimir Putin North Korea Visit: उत्तर कोरिया की यात्रा करेंगे रूसी राष्ट्रपति व्लादिमीर पुतिन, किम जोंग उन से करेंगे मुलाकात",1,Vladimir Putin North Korea Visit उततर करय क यतर करग रस रषटरपत वलदमर पतन जग स करग मलकत
3550,"School Close on 22 January: राम मंदिर उद्घाटन पर यूपी, हरियाणा, एमपी, महाराष्ट्र सहित अन्य राज्यों के स्कूलों में हॉलिडे का एलान",1,School Close on 22 January रम मदर उदघटन यप हरयण एमप महरषटर सहत अनय रजय क सकल म हलड क एलन
3551,"UP Police Bharti 2024: कॉन्स्टेबल भर्ती परीक्षा तिथि पर बड़ी अपडेट, पढ़ें कब है एग्जाम और कब आएंगे प्रवेश पत्र",1,UP Police Bharti 2024 कनसटबल भरत परकष तथ बड अपडट पढ ह एगजम आएग परवश पतर
3552,"UP Roadways Bharti: यूपी रोडवेज में कंडक्टर के पदों पर निकली बंपर भर्ती, नोएडा सहित इन रीजन में होगी नियुक्ति",1,UP Roadways Bharti यप रडवज म कडकटर क पद नकल बपर भरत नएड सहत रजन म हग नयकत
3553,"LIVE JEE Main Admit Card 2024: जेईई मेन एडमिट कार्ड जल्द होंगे जारी, लिंक jeemain.nta.ac.in पर होगा एक्टिव",1,LIVE JEE Main Admit Card 2024 जईई मन एडमट करड जलद हग जर लक jeemainntaacin हग एकटव
3554,"मंहगे होंगे टाटा के सभी पैसेंजर व्हीकल, इनपुट लागत में बढ़ोत्तरी के कारण लिया गया है फैसला",1,महग हग टट क सभ पसजर वहकल इनपट लगत म बढततर क करण लय गय ह फसल
3555,"Dark Chocolate: पीरियड्स क्रैम्प से राहत दिला सकता है डार्क चॉकलेट, जानें इसके अन्य फायदे",1,Dark Chocolate परयडस करमप स रहत दल सकत ह डरक चकलट जन इसक अनय फयद
3556,"प्राण प्रतिष्ठा की अयोध्या से लेकर कैलिफोर्निया तक धूम, कार रैली और टेस्ला लाइट शो का भव्य अयोजन; मंत्रमुग्ध हुए अमेरिकी",1,परण परतषठ क अयधय स लकर कलफरनय धम रल टसल लइट श क भवय अयजन मतरमगध हए अमरक
3557,छक्का जड़ने पर मिलेंगे 12 रन... जल्द आएगा नया नियम! रोहित के बाद अब पीटरसन ने समझा दिया आंकड़ा,1,छकक जडन मलग 12 रन जलद आएग नय नयम रहत क बद पटरसन न समझ दय आकड
3558,"Power Consumption: चालू वित्त वर्ष की अप्रैल-दिसंबर में बढ़ी बिजली की मांग, 8 प्रतिशत बढ़कर 1221.15 अरब यूनिट हुई खपत",1,Power Consumption चल वतत वरष क अपरलदसबर म बढ बजल क मग 8 परतशत बढकर 122115 अरब यनट हई खपत
3559,"Entertainment Top 5 News 21 Jan: 'फाइटर' में किए गए बड़े बदलाव, Maidaan को मिली नई रिलीज डेट",1,Entertainment Top 5 News 21 Jan फइटर म कए बड बदलव Maidaan क मल नई रलज डट
3560,"Ram Mandir के लिए 'सालार' के मेकर्स ने तैयार किया 'रामचंद्राय मंगलम', वीडियो देख बोले फैंस- जय श्रीराम",1,Ram Mandir क लए सलर क मकरस न तयर कय रमचदरय मगलम वडय दख बल फस जय शररम
3561,"Makhana Kheer: स्वाद और सेहत का अनोखा मिश्रण है मखाने की खीर, जानें बनाने की आसान रेसिपी",1,Makhana Kheer सवद सहत क अनख मशरण ह मखन क खर जन बनन क आसन रसप
3562,"IND vs ENG Test: इंग्लैंड के पूर्व कप्तान की बड़ी भविष्यवाणी, कहा- भारत जीतेगा पांच टेस्ट मैचों की सीरीज",1,IND v ENG Test इगलड क परव कपतन क बड भवषयवण कह भरत जतग पच टसट मच क सरज
3563,"अवैध आव्रजन गिरोह की सहायता करने वाले एजेंटों के खिलाफ गुजरात-दिल्ली में कार्रवाई, ईडी ने 22 जगहों पर की छापेमारी",1,अवध आवरजन गरह क सहयत करन वल एजट क खलफ गजरतदलल म कररवई ईड न 22 जगह क छपमर
3564,बजट में बुनियादी ढांचा क्षेत्र के लिए पूंजीगत व्यय बढ़ा सकती है सरकार,1,बजट म बनयद ढच कषतर क लए पजगत वयय बढ सकत ह सरकर
3565,"Ram Mandir Pran Pratishtha के बीच याद आये 'रामायण' के ये कलाकार, नहीं देख पाये भगवान राम का भव्य मंदिर",1,Ram Mandir Pran Pratishtha क बच यद आय रमयण क य कलकर नह दख पय भगवन रम क भवय मदर
3566,"फ्लाइट में लगे 'जय श्री राम' के नारे, फ्लैग लिए दिखे यात्री, Anupam Kher ने शेयर किया वीडियो",1,फलइट म लग जय शर रम क नर फलग लए दख यतर Anupam Kher न शयर कय वडय
3567,"Russia-Ukraine War: रूस के कब्जे वाले यूक्रेन में भीषण गोलीबारी, 25 की मौत; रासायनिक परिवहन टर्मिनल में भी विस्फोट",1,RussiaUkraine War रस क कबज वल यकरन म भषण गलबर 25 क मत रसयनक परवहन टरमनल म भ वसफट
3568,Ramlala Pran Pratishtha: प्राण-प्रतिष्ठा के दिन पूजा के समय करें भगवान श्रीराम के 108 नामों का मंत्र जप,1,Ramlala Pran Pratishtha परणपरतषठ क दन पज क भगवन शररम क 108 नम क मतर जप
3569,"Vladimir Putin North Korea Visit: उत्तर कोरिया की यात्रा करेंगे रूसी राष्ट्रपति व्लादिमीर पुतिन, किम जोंग उन से करेंगे मुलाकात",1,Vladimir Putin North Korea Visit उततर करय क यतर करग रस रषटरपत वलदमर पतन जग स करग मलकत
3570,"School Close on 22 January: राम मंदिर उद्घाटन पर यूपी, हरियाणा, एमपी, महाराष्ट्र सहित अन्य राज्यों के स्कूलों में हॉलिडे का एलान",1,School Close on 22 January रम मदर उदघटन यप हरयण एमप महरषटर सहत अनय रजय क सकल म हलड क एलन
3571,"UP Police Bharti 2024: कॉन्स्टेबल भर्ती परीक्षा तिथि पर बड़ी अपडेट, पढ़ें कब है एग्जाम और कब आएंगे प्रवेश पत्र",1,UP Police Bharti 2024 कनसटबल भरत परकष तथ बड अपडट पढ ह एगजम आएग परवश पतर
3572,"UP Roadways Bharti: यूपी रोडवेज में कंडक्टर के पदों पर निकली बंपर भर्ती, नोएडा सहित इन रीजन में होगी नियुक्ति",1,UP Roadways Bharti यप रडवज म कडकटर क पद नकल बपर भरत नएड सहत रजन म हग नयकत
3573,"LIVE JEE Main Admit Card 2024: जेईई मेन एडमिट कार्ड जल्द होंगे जारी, लिंक jeemain.nta.ac.in पर होगा एक्टिव",1,LIVE JEE Main Admit Card 2024 जईई मन एडमट करड जलद हग जर लक jeemainntaacin हग एकटव
3574,"मंहगे होंगे टाटा के सभी पैसेंजर व्हीकल, इनपुट लागत में बढ़ोत्तरी के कारण लिया गया है फैसला",1,महग हग टट क सभ पसजर वहकल इनपट लगत म बढततर क करण लय गय ह फसल
3575,"Dark Chocolate: पीरियड्स क्रैम्प से राहत दिला सकता है डार्क चॉकलेट, जानें इसके अन्य फायदे",1,Dark Chocolate परयडस करमप स रहत दल सकत ह डरक चकलट जन इसक अनय फयद
3576,"प्राण प्रतिष्ठा की अयोध्या से लेकर कैलिफोर्निया तक धूम, कार रैली और टेस्ला लाइट शो का भव्य अयोजन; मंत्रमुग्ध हुए अमेरिकी",1,परण परतषठ क अयधय स लकर कलफरनय धम रल टसल लइट श क भवय अयजन मतरमगध हए अमरक
3577,छक्का जड़ने पर मिलेंगे 12 रन... जल्द आएगा नया नियम! रोहित के बाद अब पीटरसन ने समझा दिया आंकड़ा,1,छकक जडन मलग 12 रन जलद आएग नय नयम रहत क बद पटरसन न समझ दय आकड
3578,"Power Consumption: चालू वित्त वर्ष की अप्रैल-दिसंबर में बढ़ी बिजली की मांग, 8 प्रतिशत बढ़कर 1221.15 अरब यूनिट हुई खपत",1,Power Consumption चल वतत वरष क अपरलदसबर म बढ बजल क मग 8 परतशत बढकर 122115 अरब यनट हई खपत
3579,"Entertainment Top 5 News 21 Jan: 'फाइटर' में किए गए बड़े बदलाव, Maidaan को मिली नई रिलीज डेट",1,Entertainment Top 5 News 21 Jan फइटर म कए बड बदलव Maidaan क मल नई रलज डट
3580,"Ram Mandir के लिए 'सालार' के मेकर्स ने तैयार किया 'रामचंद्राय मंगलम', वीडियो देख बोले फैंस- जय श्रीराम",1,Ram Mandir क लए सलर क मकरस न तयर कय रमचदरय मगलम वडय दख बल फस जय शररम
3581,"Makhana Kheer: स्वाद और सेहत का अनोखा मिश्रण है मखाने की खीर, जानें बनाने की आसान रेसिपी",1,Makhana Kheer सवद सहत क अनख मशरण ह मखन क खर जन बनन क आसन रसप
3582,"IND vs ENG Test: इंग्लैंड के पूर्व कप्तान की बड़ी भविष्यवाणी, कहा- भारत जीतेगा पांच टेस्ट मैचों की सीरीज",1,IND v ENG Test इगलड क परव कपतन क बड भवषयवण कह भरत जतग पच टसट मच क सरज
3583,"अवैध आव्रजन गिरोह की सहायता करने वाले एजेंटों के खिलाफ गुजरात-दिल्ली में कार्रवाई, ईडी ने 22 जगहों पर की छापेमारी",1,अवध आवरजन गरह क सहयत करन वल एजट क खलफ गजरतदलल म कररवई ईड न 22 जगह क छपमर
3584,बजट में बुनियादी ढांचा क्षेत्र के लिए पूंजीगत व्यय बढ़ा सकती है सरकार,1,बजट म बनयद ढच कषतर क लए पजगत वयय बढ सकत ह सरकर
3585,"Ram Mandir Pran Pratishtha के बीच याद आये 'रामायण' के ये कलाकार, नहीं देख पाये भगवान राम का भव्य मंदिर",1,Ram Mandir Pran Pratishtha क बच यद आय रमयण क य कलकर नह दख पय भगवन रम क भवय मदर
3586,"फ्लाइट में लगे 'जय श्री राम' के नारे, फ्लैग लिए दिखे यात्री, Anupam Kher ने शेयर किया वीडियो",1,फलइट म लग जय शर रम क नर फलग लए दख यतर Anupam Kher न शयर कय वडय
3587,"Russia-Ukraine War: रूस के कब्जे वाले यूक्रेन में भीषण गोलीबारी, 25 की मौत; रासायनिक परिवहन टर्मिनल में भी विस्फोट",1,RussiaUkraine War रस क कबज वल यकरन म भषण गलबर 25 क मत रसयनक परवहन टरमनल म भ वसफट
3588,Ramlala Pran Pratishtha: प्राण-प्रतिष्ठा के दिन पूजा के समय करें भगवान श्रीराम के 108 नामों का मंत्र जप,1,Ramlala Pran Pratishtha परणपरतषठ क दन पज क भगवन शररम क 108 नम क मतर जप
3589,"Vladimir Putin North Korea Visit: उत्तर कोरिया की यात्रा करेंगे रूसी राष्ट्रपति व्लादिमीर पुतिन, किम जोंग उन से करेंगे मुलाकात",1,Vladimir Putin North Korea Visit उततर करय क यतर करग रस रषटरपत वलदमर पतन जग स करग मलकत
3590,"School Close on 22 January: राम मंदिर उद्घाटन पर यूपी, हरियाणा, एमपी, महाराष्ट्र सहित अन्य राज्यों के स्कूलों में हॉलिडे का एलान",1,School Close on 22 January रम मदर उदघटन यप हरयण एमप महरषटर सहत अनय रजय क सकल म हलड क एलन
3591,"UP Police Bharti 2024: कॉन्स्टेबल भर्ती परीक्षा तिथि पर बड़ी अपडेट, पढ़ें कब है एग्जाम और कब आएंगे प्रवेश पत्र",1,UP Police Bharti 2024 कनसटबल भरत परकष तथ बड अपडट पढ ह एगजम आएग परवश पतर
3592,"UP Roadways Bharti: यूपी रोडवेज में कंडक्टर के पदों पर निकली बंपर भर्ती, नोएडा सहित इन रीजन में होगी नियुक्ति",1,UP Roadways Bharti यप रडवज म कडकटर क पद नकल बपर भरत नएड सहत रजन म हग नयकत
3593,"LIVE JEE Main Admit Card 2024: जेईई मेन एडमिट कार्ड जल्द होंगे जारी, लिंक jeemain.nta.ac.in पर होगा एक्टिव",1,LIVE JEE Main Admit Card 2024 जईई मन एडमट करड जलद हग जर लक jeemainntaacin हग एकटव
3594,"मंहगे होंगे टाटा के सभी पैसेंजर व्हीकल, इनपुट लागत में बढ़ोत्तरी के कारण लिया गया है फैसला",1,महग हग टट क सभ पसजर वहकल इनपट लगत म बढततर क करण लय गय ह फसल
3595,"Dark Chocolate: पीरियड्स क्रैम्प से राहत दिला सकता है डार्क चॉकलेट, जानें इसके अन्य फायदे",1,Dark Chocolate परयडस करमप स रहत दल सकत ह डरक चकलट जन इसक अनय फयद
3596,"प्राण प्रतिष्ठा की अयोध्या से लेकर कैलिफोर्निया तक धूम, कार रैली और टेस्ला लाइट शो का भव्य अयोजन; मंत्रमुग्ध हुए अमेरिकी",1,परण परतषठ क अयधय स लकर कलफरनय धम रल टसल लइट श क भवय अयजन मतरमगध हए अमरक
3597,छक्का जड़ने पर मिलेंगे 12 रन... जल्द आएगा नया नियम! रोहित के बाद अब पीटरसन ने समझा दिया आंकड़ा,1,छकक जडन मलग 12 रन जलद आएग नय नयम रहत क बद पटरसन न समझ दय आकड
3598,"Power Consumption: चालू वित्त वर्ष की अप्रैल-दिसंबर में बढ़ी बिजली की मांग, 8 प्रतिशत बढ़कर 1221.15 अरब यूनिट हुई खपत",1,Power Consumption चल वतत वरष क अपरलदसबर म बढ बजल क मग 8 परतशत बढकर 122115 अरब यनट हई खपत
3599,"Entertainment Top 5 News 21 Jan: 'फाइटर' में किए गए बड़े बदलाव, Maidaan को मिली नई रिलीज डेट",1,Entertainment Top 5 News 21 Jan फइटर म कए बड बदलव Maidaan क मल नई रलज डट
3600,"Ram Mandir के लिए 'सालार' के मेकर्स ने तैयार किया 'रामचंद्राय मंगलम', वीडियो देख बोले फैंस- जय श्रीराम",1,Ram Mandir क लए सलर क मकरस न तयर कय रमचदरय मगलम वडय दख बल फस जय शररम
3601,"Makhana Kheer: स्वाद और सेहत का अनोखा मिश्रण है मखाने की खीर, जानें बनाने की आसान रेसिपी",1,Makhana Kheer सवद सहत क अनख मशरण ह मखन क खर जन बनन क आसन रसप
3602,"IND vs ENG Test: इंग्लैंड के पूर्व कप्तान की बड़ी भविष्यवाणी, कहा- भारत जीतेगा पांच टेस्ट मैचों की सीरीज",1,IND v ENG Test इगलड क परव कपतन क बड भवषयवण कह भरत जतग पच टसट मच क सरज
3603,"अवैध आव्रजन गिरोह की सहायता करने वाले एजेंटों के खिलाफ गुजरात-दिल्ली में कार्रवाई, ईडी ने 22 जगहों पर की छापेमारी",1,अवध आवरजन गरह क सहयत करन वल एजट क खलफ गजरतदलल म कररवई ईड न 22 जगह क छपमर
3604,बजट में बुनियादी ढांचा क्षेत्र के लिए पूंजीगत व्यय बढ़ा सकती है सरकार,1,बजट म बनयद ढच कषतर क लए पजगत वयय बढ सकत ह सरकर
3605,"Ram Mandir Pran Pratishtha के बीच याद आये 'रामायण' के ये कलाकार, नहीं देख पाये भगवान राम का भव्य मंदिर",1,Ram Mandir Pran Pratishtha क बच यद आय रमयण क य कलकर नह दख पय भगवन रम क भवय मदर
3606,"फ्लाइट में लगे 'जय श्री राम' के नारे, फ्लैग लिए दिखे यात्री, Anupam Kher ने शेयर किया वीडियो",1,फलइट म लग जय शर रम क नर फलग लए दख यतर Anupam Kher न शयर कय वडय
3607,"Russia-Ukraine War: रूस के कब्जे वाले यूक्रेन में भीषण गोलीबारी, 25 की मौत; रासायनिक परिवहन टर्मिनल में भी विस्फोट",1,RussiaUkraine War रस क कबज वल यकरन म भषण गलबर 25 क मत रसयनक परवहन टरमनल म भ वसफट
3608,Ramlala Pran Pratishtha: प्राण-प्रतिष्ठा के दिन पूजा के समय करें भगवान श्रीराम के 108 नामों का मंत्र जप,1,Ramlala Pran Pratishtha परणपरतषठ क दन पज क भगवन शररम क 108 नम क मतर जप
3609,"Vladimir Putin North Korea Visit: उत्तर कोरिया की यात्रा करेंगे रूसी राष्ट्रपति व्लादिमीर पुतिन, किम जोंग उन से करेंगे मुलाकात",1,Vladimir Putin North Korea Visit उततर करय क यतर करग रस रषटरपत वलदमर पतन जग स करग मलकत
3610,"School Close on 22 January: राम मंदिर उद्घाटन पर यूपी, हरियाणा, एमपी, महाराष्ट्र सहित अन्य राज्यों के स्कूलों में हॉलिडे का एलान",1,School Close on 22 January रम मदर उदघटन यप हरयण एमप महरषटर सहत अनय रजय क सकल म हलड क एलन
3611,"UP Police Bharti 2024: कॉन्स्टेबल भर्ती परीक्षा तिथि पर बड़ी अपडेट, पढ़ें कब है एग्जाम और कब आएंगे प्रवेश पत्र",1,UP Police Bharti 2024 कनसटबल भरत परकष तथ बड अपडट पढ ह एगजम आएग परवश पतर
3612,"UP Roadways Bharti: यूपी रोडवेज में कंडक्टर के पदों पर निकली बंपर भर्ती, नोएडा सहित इन रीजन में होगी नियुक्ति",1,UP Roadways Bharti यप रडवज म कडकटर क पद नकल बपर भरत नएड सहत रजन म हग नयकत
3613,"LIVE JEE Main Admit Card 2024: जेईई मेन एडमिट कार्ड जल्द होंगे जारी, लिंक jeemain.nta.ac.in पर होगा एक्टिव",1,LIVE JEE Main Admit Card 2024 जईई मन एडमट करड जलद हग जर लक jeemainntaacin हग एकटव
3614,"मंहगे होंगे टाटा के सभी पैसेंजर व्हीकल, इनपुट लागत में बढ़ोत्तरी के कारण लिया गया है फैसला",1,महग हग टट क सभ पसजर वहकल इनपट लगत म बढततर क करण लय गय ह फसल
3615,"Dark Chocolate: पीरियड्स क्रैम्प से राहत दिला सकता है डार्क चॉकलेट, जानें इसके अन्य फायदे",1,Dark Chocolate परयडस करमप स रहत दल सकत ह डरक चकलट जन इसक अनय फयद
3616,"प्राण प्रतिष्ठा की अयोध्या से लेकर कैलिफोर्निया तक धूम, कार रैली और टेस्ला लाइट शो का भव्य अयोजन; मंत्रमुग्ध हुए अमेरिकी",1,परण परतषठ क अयधय स लकर कलफरनय धम रल टसल लइट श क भवय अयजन मतरमगध हए अमरक
3617,छक्का जड़ने पर मिलेंगे 12 रन... जल्द आएगा नया नियम! रोहित के बाद अब पीटरसन ने समझा दिया आंकड़ा,1,छकक जडन मलग 12 रन जलद आएग नय नयम रहत क बद पटरसन न समझ दय आकड
3618,"Power Consumption: चालू वित्त वर्ष की अप्रैल-दिसंबर में बढ़ी बिजली की मांग, 8 प्रतिशत बढ़कर 1221.15 अरब यूनिट हुई खपत",1,Power Consumption चल वतत वरष क अपरलदसबर म बढ बजल क मग 8 परतशत बढकर 122115 अरब यनट हई खपत
3619,"Entertainment Top 5 News 21 Jan: 'फाइटर' में किए गए बड़े बदलाव, Maidaan को मिली नई रिलीज डेट",1,Entertainment Top 5 News 21 Jan फइटर म कए बड बदलव Maidaan क मल नई रलज डट
3620,"Ram Mandir के लिए 'सालार' के मेकर्स ने तैयार किया 'रामचंद्राय मंगलम', वीडियो देख बोले फैंस- जय श्रीराम",1,Ram Mandir क लए सलर क मकरस न तयर कय रमचदरय मगलम वडय दख बल फस जय शररम
3621,"Makhana Kheer: स्वाद और सेहत का अनोखा मिश्रण है मखाने की खीर, जानें बनाने की आसान रेसिपी",1,Makhana Kheer सवद सहत क अनख मशरण ह मखन क खर जन बनन क आसन रसप
3622,"IND vs ENG Test: इंग्लैंड के पूर्व कप्तान की बड़ी भविष्यवाणी, कहा- भारत जीतेगा पांच टेस्ट मैचों की सीरीज",1,IND v ENG Test इगलड क परव कपतन क बड भवषयवण कह भरत जतग पच टसट मच क सरज
3623,"अवैध आव्रजन गिरोह की सहायता करने वाले एजेंटों के खिलाफ गुजरात-दिल्ली में कार्रवाई, ईडी ने 22 जगहों पर की छापेमारी",1,अवध आवरजन गरह क सहयत करन वल एजट क खलफ गजरतदलल म कररवई ईड न 22 जगह क छपमर
3624,बजट में बुनियादी ढांचा क्षेत्र के लिए पूंजीगत व्यय बढ़ा सकती है सरकार,1,बजट म बनयद ढच कषतर क लए पजगत वयय बढ सकत ह सरकर
3625,"Ram Mandir Pran Pratishtha के बीच याद आये 'रामायण' के ये कलाकार, नहीं देख पाये भगवान राम का भव्य मंदिर",1,Ram Mandir Pran Pratishtha क बच यद आय रमयण क य कलकर नह दख पय भगवन रम क भवय मदर
3626,"फ्लाइट में लगे 'जय श्री राम' के नारे, फ्लैग लिए दिखे यात्री, Anupam Kher ने शेयर किया वीडियो",1,फलइट म लग जय शर रम क नर फलग लए दख यतर Anupam Kher न शयर कय वडय
3627,"Russia-Ukraine War: रूस के कब्जे वाले यूक्रेन में भीषण गोलीबारी, 25 की मौत; रासायनिक परिवहन टर्मिनल में भी विस्फोट",1,RussiaUkraine War रस क कबज वल यकरन म भषण गलबर 25 क मत रसयनक परवहन टरमनल म भ वसफट
3628,Ramlala Pran Pratishtha: प्राण-प्रतिष्ठा के दिन पूजा के समय करें भगवान श्रीराम के 108 नामों का मंत्र जप,1,Ramlala Pran Pratishtha परणपरतषठ क दन पज क भगवन शररम क 108 नम क मतर जप
3629,"Vladimir Putin North Korea Visit: उत्तर कोरिया की यात्रा करेंगे रूसी राष्ट्रपति व्लादिमीर पुतिन, किम जोंग उन से करेंगे मुलाकात",1,Vladimir Putin North Korea Visit उततर करय क यतर करग रस रषटरपत वलदमर पतन जग स करग मलकत
3630,"School Close on 22 January: राम मंदिर उद्घाटन पर यूपी, हरियाणा, एमपी, महाराष्ट्र सहित अन्य राज्यों के स्कूलों में हॉलिडे का एलान",1,School Close on 22 January रम मदर उदघटन यप हरयण एमप महरषटर सहत अनय रजय क सकल म हलड क एलन
3631,"UP Police Bharti 2024: कॉन्स्टेबल भर्ती परीक्षा तिथि पर बड़ी अपडेट, पढ़ें कब है एग्जाम और कब आएंगे प्रवेश पत्र",1,UP Police Bharti 2024 कनसटबल भरत परकष तथ बड अपडट पढ ह एगजम आएग परवश पतर
3632,"UP Roadways Bharti: यूपी रोडवेज में कंडक्टर के पदों पर निकली बंपर भर्ती, नोएडा सहित इन रीजन में होगी नियुक्ति",1,UP Roadways Bharti यप रडवज म कडकटर क पद नकल बपर भरत नएड सहत रजन म हग नयकत
